"","CUST_id","week","store_choice","brand","age_bins","gender","educ","income_level","density_cat","kids","store1_dist","store1_rtg","store2_rtg","store2_dist","visits"
"124","CUST_1794",0.5,"store2","store","18-29","female","College","lower-mid","suburban",0,0.6,4,4.2,0.8,2
"125","CUST_1794",11,"store1","store","18-29","female","College","lower-mid","suburban",0,0.6,4,4.2,0.8,2
"126","CUST_1219",25,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"127","CUST_1219",21.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"128","CUST_1219",10,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"129","CUST_1219",20.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"130","CUST_1219",4,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"131","CUST_1219",16.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"132","CUST_1219",27,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"133","CUST_1219",0.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"134","CUST_1219",12.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"135","CUST_1219",3,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"136","CUST_1219",7,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"137","CUST_1219",23.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"138","CUST_1219",19,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"139","CUST_1219",23,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"140","CUST_1219",26.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"141","CUST_1219",5.5,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"142","CUST_1219",2,"store1","store","40-49","female","Less HS","lower-mid","suburban",2,0.7,4.3,4.2,1.2,17
"143","CUST_1201",3,"store1","store","40-49","male","HS","low","urban",0,3.3,4.2,4.2,5,5
"144","CUST_1201",19,"store1","store","40-49","male","HS","low","urban",0,3.3,4.2,4.2,5,5
"145","CUST_1201",14.5,"store1","store","40-49","male","HS","low","urban",0,3.3,4.2,4.2,5,5
"146","CUST_1201",9,"store1","store","40-49","male","HS","low","urban",0,3.3,4.2,4.2,5,5
"147","CUST_1201",18,"store1","store","40-49","male","HS","low","urban",0,3.3,4.2,4.2,5,5
"148","CUST_580",20,"store1","store","30-39","male","Less HS","low","urban",0,3.1,4.2,4.2,4.8,4
"149","CUST_580",14.5,"store1","store","30-39","male","Less HS","low","urban",0,3.1,4.2,4.2,4.8,4
"150","CUST_580",17.5,"store1","store","30-39","male","Less HS","low","urban",0,3.1,4.2,4.2,4.8,4
"151","CUST_580",3,"store1","store","30-39","male","Less HS","low","urban",0,3.1,4.2,4.2,4.8,4
"152","CUST_381",23,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"153","CUST_381",15,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"154","CUST_381",14.5,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"155","CUST_381",24,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"156","CUST_381",0.5,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"157","CUST_381",6.5,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"158","CUST_381",2.5,"store1","store","30-39","female","HS","lower-mid","greater urban",4,4.2,4.4,5,4.8,7
"159","CUST_713",1,"store2","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"160","CUST_713",8,"store2","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"161","CUST_713",23,"store1","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"162","CUST_713",5.5,"store2","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"163","CUST_713",16.5,"store1","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"164","CUST_713",25.5,"store2","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"165","CUST_713",21.5,"store1","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"166","CUST_713",2,"store1","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"167","CUST_713",19,"store1","store","18-29","female","College","lower-mid","suburban",0,0.5,4,4.2,0.9,9
"168","CUST_599",19.5,"store1","store","50-59","female","Less HS","lower-mid","urban",0,2,4.4,4.3,2.4,6
"169","CUST_599",4.5,"store1","store","50-59","female","Less HS","lower-mid","urban",0,2,4.4,4.3,2.4,6
"170","CUST_599",17,"store1","store","50-59","female","Less HS","lower-mid","urban",0,2,4.4,4.3,2.4,6
"171","CUST_599",9.5,"store1","store","50-59","female","Less HS","lower-mid","urban",0,2,4.4,4.3,2.4,6
"172","CUST_599",24,"store1","store","50-59","female","Less HS","lower-mid","urban",0,2,4.4,4.3,2.4,6
"173","CUST_599",14,"store1","store","50-59","female","Less HS","lower-mid","urban",0,2,4.4,4.3,2.4,6
"174","CUST_882",17.5,"store1","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"175","CUST_882",4.5,"store2","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"176","CUST_882",20,"store2","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"177","CUST_882",4,"store2","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"178","CUST_882",9,"store1","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"179","CUST_882",26,"store1","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"180","CUST_882",24,"store1","store","60-69","female","HS","lower-mid","urban",0,2.6,4.4,4.2,2.7,7
"181","CUST_901",15,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"182","CUST_901",20,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"183","CUST_901",14.5,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"184","CUST_901",10.5,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"185","CUST_901",9.5,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"186","CUST_901",26,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"187","CUST_901",12,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"188","CUST_901",1.5,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"189","CUST_901",27,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"190","CUST_901",23.5,"store1","store","40-49","male","College","lower-mid","urban",0,1.8,4.4,4.1,1.9,10
"191","CUST_167",9.5,"store2","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"192","CUST_167",24.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"193","CUST_167",20.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"194","CUST_167",0.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"195","CUST_167",14,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"196","CUST_167",17.5,"store2","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"197","CUST_167",7,"store2","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"198","CUST_167",26.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"199","CUST_167",23,"store2","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"200","CUST_167",14.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"201","CUST_167",5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.7,4.3,4.3,0.7,11
"202","CUST_789",16,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"203","CUST_789",1,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"204","CUST_789",4,"store2","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"205","CUST_789",18.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"206","CUST_789",10,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"207","CUST_789",1.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"208","CUST_789",9,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"209","CUST_789",17.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"210","CUST_789",19,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"211","CUST_789",24.5,"store1","store","60-69","female","HS","lower-mid","suburban",0,0.6,4,4.2,1,10
"212","CUST_1241",4.5,"store1","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"213","CUST_1241",2.5,"store2","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"214","CUST_1241",19.5,"store1","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"215","CUST_1241",3.5,"store2","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"216","CUST_1241",9.5,"store1","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"217","CUST_1241",6,"store1","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"218","CUST_1241",13.5,"store2","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"219","CUST_1241",20,"store1","store","30-39","male","College","lower-mid","urban",0,1.5,4.3,4.4,1.6,8
"220","CUST_1659",20,"store1","store","18-29","female","College","low","urban",0,0.5,4.3,4.4,0.6,2
"221","CUST_1659",14,"store1","store","18-29","female","College","low","urban",0,0.5,4.3,4.4,0.6,2
"222","CUST_145",24,"store1","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"223","CUST_145",21.5,"store2","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"224","CUST_145",20.5,"store2","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"225","CUST_145",14.5,"store1","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"226","CUST_145",18,"store1","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"227","CUST_145",14,"store1","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"228","CUST_145",5,"store2","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"229","CUST_145",12.5,"store1","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"230","CUST_145",5.5,"store2","store","70+","female","HS","lower-mid","exurban",0,4.2,4.7,4.8,5.3,9
"231","CUST_868",9.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"232","CUST_868",15,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"233","CUST_868",14,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"234","CUST_868",26,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"235","CUST_868",12.5,"store2","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"236","CUST_868",6.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"237","CUST_868",17,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"238","CUST_868",24.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"239","CUST_868",21.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"240","CUST_868",8.5,"store2","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"241","CUST_868",24,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"242","CUST_868",22.5,"store2","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"243","CUST_868",21,"store2","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"244","CUST_868",16.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"245","CUST_868",14.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"246","CUST_868",9,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"247","CUST_868",20,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"248","CUST_868",3.5,"store1","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"249","CUST_868",0.5,"store2","store","18-29","female","HS","lower-mid","urban",2,2.9,4.2,4.4,3,19
"250","CUST_1656",10,"store1","store","50-59","female","HS","lower-mid","suburban",1,0.6,4,4.2,0.8,19
